Code Domaine,Domaine,Code zone (M49),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"OA","Séries temporelles annuelles","818","Égypte","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","107465.134","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","818","Égypte","512","Hommes","3010","Population-Estimations","2020","2020","1000 personnes","54357.401","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","818","Égypte","513","Femmes","3010","Population-Estimations","2020","2020","1000 personnes","53107.732","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","818","Égypte","551","Population rurale","3010","Population-Estimations","2020","2020","1000 personnes","58900.432","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","818","Égypte","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 personnes","44041.052","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","222","El Salvador","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","6292.731","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","222","El Salvador","512","Hommes","3010","Population-Estimations","2020","2020","1000 personnes","2997.43","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","222","El Salvador","513","Femmes","3010","Population-Estimations","2020","2020","1000 personnes","3295.3","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","222","El Salvador","551","Population rurale","3010","Population-Estimations","2020","2020","1000 personnes","1720.558","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","222","El Salvador","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 personnes","4758.508","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","784","Émirats arabes unis","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","9287.289","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","784","Émirats arabes unis","512","Hommes","3010","Population-Estimations","2020","2020","1000 personnes","6475.368","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","784","Émirats arabes unis","513","Femmes","3010","Population-Estimations","2020","2020","1000 personnes","2811.921","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","784","Émirats arabes unis","551","Population rurale","3010","Population-Estimations","2020","2020","1000 personnes","1271.026","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","784","Émirats arabes unis","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 personnes","8542.144","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","218","Équateur","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","17588.595","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","218","Équateur","512","Hommes","3010","Population-Estimations","2020","2020","1000 personnes","8790.148","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","218","Équateur","513","Femmes","3010","Population-Estimations","2020","2020","1000 personnes","8798.448","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","218","Équateur","551","Population rurale","3010","Population-Estimations","2020","2020","1000 personnes","6212.001","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","218","Équateur","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 personnes","11123.641","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","232","Érythrée","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","3555.868","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","232","Érythrée","512","Hommes","3010","Population-Estimations","2020","2020","1000 personnes","1753.513","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","232","Érythrée","513","Femmes","3010","Population-Estimations","2020","2020","1000 personnes","1802.355","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","232","Érythrée","551","Population rurale","3010","Population-Estimations","2020","2020","1000 personnes","3186.178","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","232","Érythrée","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 personnes","2246.038","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","724","Espagne","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","47363.807","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","724","Espagne","512","Hommes","3010","Population-Estimations","2020","2020","1000 personnes","23212.737","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","724","Espagne","513","Femmes","3010","Population-Estimations","2020","2020","1000 personnes","24151.07","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","724","Espagne","551","Population rurale","3010","Population-Estimations","2020","2020","1000 personnes","8915.682","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","724","Espagne","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 personnes","37543.537","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","233","Estonie","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","1329.444","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","233","Estonie","512","Hommes","3010","Population-Estimations","2020","2020","1000 personnes","629.841","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","233","Estonie","513","Femmes","3010","Population-Estimations","2020","2020","1000 personnes","699.604","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","233","Estonie","551","Population rurale","3010","Population-Estimations","2020","2020","1000 personnes","400.194","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","233","Estonie","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 personnes","900.365","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","748","Eswatini","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","1180.655","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","748","Eswatini","512","Hommes","3010","Population-Estimations","2020","2020","1000 personnes","585.916","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","748","Eswatini","513","Femmes","3010","Population-Estimations","2020","2020","1000 personnes","594.739","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","748","Eswatini","551","Population rurale","3010","Population-Estimations","2020","2020","1000 personnes","1091.4","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","748","Eswatini","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 personnes","347.895","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","840","États-Unis d'Amérique","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","335942.003","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","840","États-Unis d'Amérique","512","Hommes","3010","Population-Estimations","2020","2020","1000 personnes","166504.407","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","840","États-Unis d'Amérique","513","Femmes","3010","Population-Estimations","2020","2020","1000 personnes","169437.597","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","840","États-Unis d'Amérique","551","Population rurale","3010","Population-Estimations","2020","2020","1000 personnes","57456.395","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","840","États-Unis d'Amérique","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 personnes","273975.139","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","231","Éthiopie","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","117190.911","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","231","Éthiopie","512","Hommes","3010","Population-Estimations","2020","2020","1000 personnes","58906.55","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","231","Éthiopie","513","Femmes","3010","Population-Estimations","2020","2020","1000 personnes","58284.361","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","231","Éthiopie","551","Population rurale","3010","Population-Estimations","2020","2020","1000 personnes","88295.647","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","231","Éthiopie","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 personnes","24463.423","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","643","Fédération de Russie","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","145617.329","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","643","Fédération de Russie","512","Hommes","3010","Population-Estimations","2020","2020","1000 personnes","67643.172","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","643","Fédération de Russie","513","Femmes","3010","Population-Estimations","2020","2020","1000 personnes","77974.156","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","643","Fédération de Russie","551","Population rurale","3010","Population-Estimations","2020","2020","1000 personnes","36300.573","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","643","Fédération de Russie","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 personnes","107486.269","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","242","Fidji","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","920.422","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","242","Fidji","512","Hommes","3010","Population-Estimations","2020","2020","1000 personnes","461.878","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","242","Fidji","513","Femmes","3010","Population-Estimations","2020","2020","1000 personnes","458.543","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","242","Fidji","551","Population rurale","3010","Population-Estimations","2020","2020","1000 personnes","395.426","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","242","Fidji","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 personnes","529.489","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","246","Finlande","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","5529.468","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","246","Finlande","512","Hommes","3010","Population-Estimations","2020","2020","1000 personnes","2731.017","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","246","Finlande","513","Femmes","3010","Population-Estimations","2020","2020","1000 personnes","2798.45","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","246","Finlande","551","Population rurale","3010","Population-Estimations","2020","2020","1000 personnes","808.148","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","246","Finlande","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 personnes","4771.979","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","250","France","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","64480.053","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","250","France","512","Hommes","3010","Population-Estimations","2020","2020","1000 personnes","31176.177","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","250","France","513","Femmes","3010","Population-Estimations","2020","2020","1000 personnes","33303.876","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","250","France","551","Population rurale","3010","Population-Estimations","2020","2020","1000 personnes","12503.199","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","250","France","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 personnes","53217.966","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","266","Gabon","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","2292.573","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","266","Gabon","512","Hommes","3010","Population-Estimations","2020","2020","1000 personnes","1168.822","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","266","Gabon","513","Femmes","3010","Population-Estimations","2020","2020","1000 personnes","1123.751","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","266","Gabon","551","Population rurale","3010","Population-Estimations","2020","2020","1000 personnes","213.15","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","266","Gabon","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 personnes","1938.139","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","270","Gambie","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","2573.995","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","270","Gambie","512","Hommes","3010","Population-Estimations","2020","2020","1000 personnes","1280.033","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","270","Gambie","513","Femmes","3010","Population-Estimations","2020","2020","1000 personnes","1293.962","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","270","Gambie","551","Population rurale","3010","Population-Estimations","2020","2020","1000 personnes","858.185","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","270","Gambie","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 personnes","1435.308","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","268","Géorgie","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","3765.912","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","268","Géorgie","512","Hommes","3010","Population-Estimations","2020","2020","1000 personnes","1771.454","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","268","Géorgie","513","Femmes","3010","Population-Estimations","2020","2020","1000 personnes","1994.458","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","268","Géorgie","551","Population rurale","3010","Population-Estimations","2020","2020","1000 personnes","1580.751","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","268","Géorgie","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 personnes","2317.778","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","288","Ghana","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","32180.401","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","288","Ghana","512","Hommes","3010","Population-Estimations","2020","2020","1000 personnes","16051.315","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","288","Ghana","513","Femmes","3010","Population-Estimations","2020","2020","1000 personnes","16129.086","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","288","Ghana","551","Population rurale","3010","Population-Estimations","2020","2020","1000 personnes","13108.188","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","288","Ghana","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 personnes","17625.567","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","292","Gibraltar","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","32.709","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","292","Gibraltar","512","Hommes","3010","Population-Estimations","2020","2020","1000 personnes","16.337","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","292","Gibraltar","513","Femmes","3010","Population-Estimations","2020","2020","1000 personnes","16.372","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","292","Gibraltar","551","Population rurale","3010","Population-Estimations","2020","2020","1000 personnes","0","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","292","Gibraltar","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 personnes","35","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","300","Grèce","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","10512.232","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","300","Grèce","512","Hommes","3010","Population-Estimations","2020","2020","1000 personnes","5150.987","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","300","Grèce","513","Femmes","3010","Population-Estimations","2020","2020","1000 personnes","5361.245","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","300","Grèce","551","Population rurale","3010","Population-Estimations","2020","2020","1000 personnes","2252.163","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","300","Grèce","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 personnes","8850.409","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","308","Grenade","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","123.663","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","308","Grenade","512","Hommes","3010","Population-Estimations","2020","2020","1000 personnes","61.916","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","308","Grenade","513","Femmes","3010","Population-Estimations","2020","2020","1000 personnes","61.746","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","308","Grenade","551","Population rurale","3010","Population-Estimations","2020","2020","1000 personnes","69.37","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","308","Grenade","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 personnes","39.938","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","304","Groenland","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","56.026","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","304","Groenland","512","Hommes","3010","Population-Estimations","2020","2020","1000 personnes","29.531","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","304","Groenland","513","Femmes","3010","Population-Estimations","2020","2020","1000 personnes","26.496","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","304","Groenland","551","Population rurale","3010","Population-Estimations","2020","2020","1000 personnes","7.22","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","304","Groenland","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 personnes","49.552","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","312","Guadeloupe","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","395.642","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","312","Guadeloupe","512","Hommes","3010","Population-Estimations","2020","2020","1000 personnes","179.167","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","312","Guadeloupe","513","Femmes","3010","Population-Estimations","2020","2020","1000 personnes","216.476","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","312","Guadeloupe","551","Population rurale","3010","Population-Estimations","2020","2020","1000 personnes","6.733","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","312","Guadeloupe","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 personnes","441.694","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","316","Guam","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","169.231","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","316","Guam","512","Hommes","3010","Population-Estimations","2020","2020","1000 personnes","85.317","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","316","Guam","513","Femmes","3010","Population-Estimations","2020","2020","1000 personnes","83.914","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","316","Guam","551","Population rurale","3010","Population-Estimations","2020","2020","1000 personnes","8.542","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","316","Guam","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 personnes","160.185","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","320","Guatemala","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","17362.718","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","320","Guatemala","512","Hommes","3010","Population-Estimations","2020","2020","1000 personnes","8598.279","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","320","Guatemala","513","Femmes","3010","Population-Estimations","2020","2020","1000 personnes","8764.44","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","320","Guatemala","551","Population rurale","3010","Population-Estimations","2020","2020","1000 personnes","8626.519","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","320","Guatemala","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 personnes","9284.293","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","324","Guinée","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","13205.153","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","324","Guinée","512","Hommes","3010","Population-Estimations","2020","2020","1000 personnes","6518.034","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","324","Guinée","513","Femmes","3010","Population-Estimations","2020","2020","1000 personnes","6687.118","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","324","Guinée","551","Population rurale","3010","Population-Estimations","2020","2020","1000 personnes","8680.17","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","324","Guinée","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 personnes","5070.656","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","226","Guinée équatoriale","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","1596.049","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","226","Guinée équatoriale","512","Hommes","3010","Population-Estimations","2020","2020","1000 personnes","844.153","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","226","Guinée équatoriale","513","Femmes","3010","Population-Estimations","2020","2020","1000 personnes","751.896","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","226","Guinée équatoriale","551","Population rurale","3010","Population-Estimations","2020","2020","1000 personnes","378.29","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","226","Guinée équatoriale","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 personnes","1027.99","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","624","Guinée-Bissau","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","2015.828","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","624","Guinée-Bissau","512","Hommes","3010","Population-Estimations","2020","2020","1000 personnes","994.606","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","624","Guinée-Bissau","513","Femmes","3010","Population-Estimations","2020","2020","1000 personnes","1021.222","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","624","Guinée-Bissau","551","Population rurale","3010","Population-Estimations","2020","2020","1000 personnes","1116.462","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","624","Guinée-Bissau","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 personnes","884.232","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","328","Guyana","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","797.202","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","328","Guyana","512","Hommes","3010","Population-Estimations","2020","2020","1000 personnes","389.899","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","328","Guyana","513","Femmes","3010","Population-Estimations","2020","2020","1000 personnes","407.303","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","328","Guyana","551","Population rurale","3010","Population-Estimations","2020","2020","1000 personnes","578.961","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","328","Guyana","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 personnes","211.821","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","254","Guyane française","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","290.969","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","254","Guyane française","512","Hommes","3010","Population-Estimations","2020","2020","1000 personnes","144.655","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","254","Guyane française","513","Femmes","3010","Population-Estimations","2020","2020","1000 personnes","146.315","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","254","Guyane française","551","Population rurale","3010","Population-Estimations","2020","2020","1000 personnes","43.105","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","254","Guyane française","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 personnes","260.877","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","332","Haïti","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","11306.801","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","332","Haïti","512","Hommes","3010","Population-Estimations","2020","2020","1000 personnes","5605.395","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","332","Haïti","513","Femmes","3010","Population-Estimations","2020","2020","1000 personnes","5701.407","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","332","Haïti","551","Population rurale","3010","Population-Estimations","2020","2020","1000 personnes","4879.66","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","332","Haïti","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 personnes","6491.525","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","340","Honduras","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","10121.763","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","340","Honduras","512","Hommes","3010","Population-Estimations","2020","2020","1000 personnes","5112.98","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","340","Honduras","513","Femmes","3010","Population-Estimations","2020","2020","1000 personnes","5008.783","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","340","Honduras","551","Population rurale","3010","Population-Estimations","2020","2020","1000 personnes","4047.211","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","340","Honduras","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 personnes","5672.054","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","348","Hongrie","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","9750.573","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","348","Hongrie","512","Hommes","3010","Population-Estimations","2020","2020","1000 personnes","4672.507","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","348","Hongrie","513","Femmes","3010","Population-Estimations","2020","2020","1000 personnes","5078.065","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","348","Hongrie","551","Population rurale","3010","Population-Estimations","2020","2020","1000 personnes","2699.487","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","348","Hongrie","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 personnes","6921.767","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","833","Île de Man","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","84.046","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","833","Île de Man","512","Hommes","3010","Population-Estimations","2020","2020","1000 personnes","41.63","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","833","Île de Man","513","Femmes","3010","Population-Estimations","2020","2020","1000 personnes","42.415","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","833","Île de Man","551","Population rurale","3010","Population-Estimations","2020","2020","1000 personnes","40.458","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","833","Île de Man","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 personnes","45.437","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","830","Îles Anglo-Normandes","551","Population rurale","3010","Population-Estimations","2020","2020","1000 personnes","115.69","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","830","Îles Anglo-Normandes","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 personnes","51.888","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","136","Îles Caïmanes","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","67.311","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","136","Îles Caïmanes","512","Hommes","3010","Population-Estimations","2020","2020","1000 personnes","33.941","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","136","Îles Caïmanes","513","Femmes","3010","Population-Estimations","2020","2020","1000 personnes","33.37","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","136","Îles Caïmanes","551","Population rurale","3010","Population-Estimations","2020","2020","1000 personnes","0","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","136","Îles Caïmanes","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 personnes","63.89","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","184","Îles Cook","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","17.029","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","184","Îles Cook","512","Hommes","3010","Population-Estimations","2020","2020","1000 personnes","8.143","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","184","Îles Cook","513","Femmes","3010","Population-Estimations","2020","2020","1000 personnes","8.886","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","184","Îles Cook","551","Population rurale","3010","Population-Estimations","2020","2020","1000 personnes","4.292","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","184","Îles Cook","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 personnes","13.223","X","Ciffre de sources internationales",""
