"""#### EXPORT DONNEES METEO POUR ""ORLéANS"" (LAT/LON: 47.902964/1.909251)"
#### DONNEES PROVENANT DE WWW.HISTORIQUE-METEO.NET - UTILISATION LIBRE A CONDITION DE MENTIONNER LEUR PROVENANCE
#### DOC POUR LES WEATHER CODES : https://www.historique-meteo.net/weathercodes.txt"""
DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C,TEMPERATURE_NOON_C,TEMPERATURE_EVENING_C,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,WEATHER_CODE_MORNING,WEATHER_CODE_NOON,WEATHER_CODE_EVENING,TOTAL_SNOW_MM,UV_INDEX,SUNHOUR,OPINION
2017-12-08,6,2,24,2,6,3,0.3,81,10,1022,49.5,6,5,-0,116,116,116,0,1,6.9,météo très défavorable
2017-12-09,5,-1,14,-1,5,2,0,84,10,1023,59.875,5,0,-3,116,116,122,0,1,6.9,météo très défavorable
2017-12-10,11,3,36,4,10,9,6.4,91,9.5,1009,93.125,12,10,6,122,116,122,0,1,5.1,météo très défavorable
2017-12-11,10,5,48,10,8,5,0,78,10,995,89.125,10,7,2,122,122,122,0,1,5.1,météo très défavorable
2017-12-12,5,0,13,0,5,3,0,80,10,1017,32.125,5,1,-2,113,116,116,0,1,6.9,météo très défavorable
2017-12-13,10,2,31,5,9,10,4.7,88,8.5,1017,85.5,10,9,2,122,122,122,0,1,3.3,météo très défavorable
2017-12-14,8,5,27,5,8,6,1.4,80,9.25,1006,61.5,8,4,2,116,200,122,0,1,5.1,météo très défavorable
2017-12-15,7,3,25,3,6,5,0.9,86,8.875,1006,73.5,7,3,-1,116,200,122,0,1,5.1,météo très défavorable
2017-12-16,6,2,15,3,6,2,0.4,89,10,1024,66.375,6,2,-1,122,122,113,0,1,6.9,météo très défavorable
2017-12-17,6,2,7,2,6,4,0.6,92,7,1029,71.875,6,3,1,143,116,122,0,1,6.9,météo très défavorable
2017-12-18,8,4,19,8,8,5,1.8,87,9.875,1031,65.875,8,8,4,122,116,116,0,1,6.9,météo très défavorable
2017-12-19,6,1,7,1,6,3,0,94,7,1038,34.125,6,3,0,143,113,116,0,1,8.6,météo très défavorable
2017-12-20,7,2,7,2,6,6,0.2,91,7.5,1038,85.125,7,6,1,119,122,248,0,1,3.2,météo très défavorable
2017-12-21,10,7,9,7,10,9,0.5,97,3,1039,100,10,8,7,248,122,143,0,1,3.2,météo défavorable
2017-12-22,9,7,9,7,9,9,0.5,93,3.75,1038,99.875,9,8,7,143,122,143,0,1,3.2,météo défavorable
2017-12-23,8,7,9,8,8,7,0.3,93,6,1039,88.875,9,8,7,143,119,143,0,1,3.2,météo très défavorable
2017-12-24,8,7,12,7,8,7,0.4,96,6,1036,89.375,8,7,5,143,122,122,0,1,3.2,météo très défavorable
2017-12-25,5,3,15,3,5,3,0,89,9,1027,69.625,5,4,-0,122,122,116,0,1,5.1,météo très défavorable
2017-12-26,8,5,25,6,8,7,1.1,81,8.875,1010,68.25,8,4,1,116,119,122,0,1,5.1,météo très défavorable
2017-12-27,7,3,37,5,5,4,1.2,84,8.875,1000,85.5,7,5,-1,119,122,122,0,1,3.2,météo très défavorable
2017-12-28,5,-1,13,-1,4,1,0,88,10,1011,16.5,5,1,-3,116,113,113,0,1,8.7,météo très défavorable
2017-12-29,9,0,32,2,6,7,3.5,90,8.875,1012,69.875,9,7,-1,122,122,116,0,1,3.3,météo très défavorable
2017-12-30,13,9,31,13,13,13,5.9,88,8.5,1013,99.25,13,11,11,122,122,122,0,1,3.2,météo défavorable
2017-12-31,13,9,35,11,13,10,0.7,79,10,1014,72.375,13,10,8,119,116,122,0,1,6.9,météo défavorable
2018-01-01,9,6,35,7,9,7,1.1,85,9,1013,52.125,9,7,3,116,122,116,0,1,3.3,météo défavorable
2018-01-02,12,3,20,3,8,10,0.5,93,8,1019,77.25,12,11,1,143,122,122,0,1,3.3,météo très défavorable
2018-01-03,15,9,44,12,11,9,6.6,68,9.5,1013,80.625,15,12,6,119,116,122,0,1,8.7,météo défavorable
2018-01-04,14,9,40,14,14,12,6.4,83,8.5,1009,84,14,11,11,122,122,116,0,1,3.3,météo défavorable
2018-01-05,11,8,20,10,10,9,2.8,90,9.625,1004,86.125,11,9,7,122,122,119,0,1,3.3,météo défavorable
2018-01-06,7,6,6,6,7,6,0.9,91,5.375,1011,90.5,8,6,6,143,122,119,0,1,3.3,météo très défavorable
2018-01-07,7,6,29,6,7,7,2.2,88,8.875,1017,100,7,5,2,122,122,122,0,1,3.3,météo très défavorable
2018-01-08,8,5,18,5,7,5,0,92,10,1017,70,8,5,1,122,116,116,0,1,6.9,météo très défavorable
2018-01-09,8,4,14,4,8,7,0.5,95,5,1012,81.625,8,6,3,143,119,122,0,1,3.3,météo très défavorable
2018-01-10,9,6,13,6,9,7,1.8,92,8.875,1010,77,9,7,4,122,122,116,0,1,5.1,météo défavorable
2018-01-11,8,5,7,6,8,6,0.5,95,6,1022,93.75,8,6,5,143,122,122,0,1,3.3,météo très défavorable
2018-01-12,6,4,7,5,6,5,0,89,10,1026,74.625,7,4,3,122,116,119,0,1,6.9,météo très défavorable
2018-01-13,7,2,17,2,7,3,0,90,9,1024,51.625,7,3,0,143,116,116,0,1,6.9,météo très défavorable
2018-01-14,9,3,6,3,8,5,0,88,10,1020,46.625,10,5,3,119,113,113,0,1,8.7,météo très défavorable
2018-01-15,10,3,40,3,7,10,6.6,86,8.625,1020,70.125,10,8,0,116,122,122,0,1,3.3,météo très défavorable
2018-01-16,11,8,33,9,11,8,2.1,79,10,1006,79.875,11,7,6,122,119,119,0,1,3.3,météo défavorable
2018-01-17,7,4,28,4,7,6,0.3,74,9.875,1019,58.375,7,2,-0,119,116,116,0,1,8.7,météo très défavorable
2018-01-18,11,6,35,9,11,10,3.9,88,8.75,1016,85.75,12,9,7,122,122,122,0,1,3.4,météo défavorable
2018-01-19,7,4,19,4,6,4,0.4,86,9.875,1017,47.5,7,4,1,116,122,113,0,1,5.1,météo très défavorable
2018-01-20,12,3,30,5,11,12,7.7,92,9,1017,84.25,12,10,1,122,122,122,0,1,3.4,météo très défavorable
2018-01-21,12,7,15,7,7,12,4.4,96,8.625,1018,96.625,12,10,6,122,143,122,0,1,3.4,météo défavorable
2018-01-22,13,8,33,12,13,8,5.3,88,9.5,1024,92.5,13,11,9,122,122,119,0,1,3.4,météo défavorable
2018-01-23,11,5,18,5,9,11,0.2,93,8,1026,77.375,11,10,4,143,122,122,0,1,5.2,météo très défavorable
2018-01-24,11,9,24,10,10,10,0.3,90,10,1025,84.125,11,9,6,122,122,116,0,1,5.2,météo défavorable
2018-01-25,11,6,13,9,8,7,8.8,94,6.875,1017,100,11,8,7,122,122,248,0,1,3.4,météo défavorable
2018-01-26,9,4,9,4,8,5,0,92,8,1026,48.875,9,5,2,116,116,116,0,1,5.2,météo très défavorable
2018-01-27,8,2,9,2,7,4,0,92,8,1036,21.75,8,4,4,143,113,113,0,1,8.7,météo très défavorable
2018-01-28,8,3,13,5,7,8,0.6,94,6.75,1039,95.25,8,8,3,122,122,143,0,1,3.5,météo très défavorable
2018-01-29,11,8,13,8,10,9,0.4,98,5,1038,95.5,11,9,7,248,122,122,0,1,3.5,météo défavorable
2018-01-30,10,8,12,8,10,9,0.2,92,10,1033,100,10,7,7,122,122,122,0,1,3.5,météo défavorable
2018-01-31,8,7,33,7,8,8,7.4,88,8.25,1025,97,8,7,4,122,122,122,0,1,3.5,météo très défavorable
2018-02-01,7,2,21,2,6,4,0,85,10,1010,32.75,7,2,-1,116,116,116,0,1,7,météo très défavorable
2018-02-02,7,0,16,0,7,4,0.5,85,9.875,1013,40.75,7,2,-1,119,116,116,0,1,8.7,météo très défavorable
2018-02-03,5,0,13,0,4,3,0.8,86,8,1013,70.375,5,2,-0,116,122,122,0,1,3.5,météo très défavorable
2018-02-04,4,-0,23,3,4,-0,1.8,87,8.5,1022,71.375,4,1,-2,122,122,113,0.1,1,3.5,météo très défavorable
2018-02-05,2,-2,18,-2,1,1,0.1,76,9.375,1023,53.625,2,0,-6,113,122,122,0.1,1,5.3,météo très défavorable
2018-02-06,1,-1,12,0,1,-1,3.2,94,5,1014,100,1,0,-3,143,122,122,2.7,1,4.9,météo très défavorable
2018-02-07,-0,-4,12,-2,-0,-3,1.3,94,6.375,1020,94.625,0,0,-5,143,122,122,1.2,1,5,météo très défavorable
2018-02-08,1,-8,6,-8,-0,-4,0,76,10,1023,17.25,2,0,-6,113,113,113,0,1,9.9,météo très défavorable
2018-02-09,1,-5,19,-5,0,-2,2.1,98,7.75,1020,53.25,1,1,-7,116,122,143,1.8,1,6.6,météo très défavorable
2018-02-10,2,-5,12,-5,2,1,0.5,95,8,1022,35.125,2,1,-4,113,116,119,0,1,10,météo très défavorable
2018-02-11,6,1,16,4,6,2,1.4,100,9.25,1014,77.125,6,4,1,122,122,116,0,1,6.7,météo très défavorable
2018-02-12,5,-2,11,-2,5,0,0,79,10,1021,7.125,5,0,-2,113,113,113,0,1,10.1,météo très défavorable
2018-02-13,3,-1,25,-1,3,1,2.2,79,8.875,1019,51.375,3,0,-4,113,122,122,1.1,1,6.7,météo très défavorable
2018-02-14,4,-2,18,-2,4,3,0.8,86,8,1014,52.625,4,2,-3,113,122,122,0,1,6.7,météo très défavorable
2018-02-15,11,5,16,9,11,9,3.4,97,6.375,1021,99.5,11,10,8,143,122,248,0,1,5.3,météo très défavorable
2018-02-16,9,3,15,3,9,6,0,82,10,1028,29.5,9,6,4,113,113,116,0,1,10.6,météo très défavorable
2018-02-17,9,3,10,4,6,4,4.8,91,9.5,1026,60.25,9,3,1,122,116,113,0,1,10,météo très défavorable
2018-02-18,9,1,8,1,8,6,0,86,10,1026,37.375,9,3,3,116,116,119,0,1,10,météo très défavorable
2018-02-19,6,1,8,1,6,5,1.5,79,8.875,1022,77.375,6,4,2,119,122,122,0,1,5.3,météo très défavorable
2018-02-20,7,4,10,5,6,5,2.3,91,6.5,1018,91.625,8,6,1,143,119,122,0,1,5.4,météo très défavorable
2018-02-21,5,-0,20,-0,5,1,0,75,10,1022,8.5,5,0,-3,113,113,113,0,1,10.8,météo très défavorable
2018-02-22,5,-2,23,-2,4,0,0,70,10,1020,0.625,5,0,-5,113,113,113,0,1,10.8,météo très défavorable
2018-02-23,4,-2,23,-2,3,-0,0,54,10,1017,2.25,4,0,-5,113,113,113,0,1,10.8,météo très défavorable
2018-02-24,5,-2,22,-2,4,0,0,58,10,1016,9.75,5,0,-5,113,113,113,0,1,10.9,météo très défavorable
2018-02-25,3,-3,27,-3,2,-1,0,42,10,1022,10.75,3,0,-8,113,113,113,0,1,10.9,météo très défavorable
2018-02-26,-0,-4,29,-4,-1,-4,0,31,10,1023,4.5,0,0,-10,113,113,113,0,1,10.9,météo très défavorable
2018-02-27,-2,-6,18,-6,-2,-5,0,49,10,1022,37.375,0,0,-10,113,122,116,0,1,8.5,météo très défavorable
2018-02-28,-0,-8,28,-8,-2,-1,0,32,10,1016,41.875,0,0,-12,113,116,122,0,1,8.5,météo très défavorable
2018-03-01,6,-2,23,-0,4,4,0,93,10,999,99.5,6,4,-3,122,122,122,0,1,5.5,météo très défavorable
2018-03-02,8,2,24,5,8,4,0,84,10,994,62.5,8,5,1,122,119,113,0,1,8.6,météo très défavorable
2018-03-03,12,2,25,3,11,7,0.1,92,10,997,60.625,12,6,2,122,116,116,0,1,10.1,météo très défavorable
2018-03-04,10,4,19,5,7,7,5.1,97,8.625,996,51,10,6,3,122,122,113,0,1,8.6,météo très défavorable
2018-03-05,11,3,14,3,11,8,0,79,8,997,66.5,11,5,4,143,122,122,0,1,7.1,météo très défavorable
2018-03-06,11,3,19,3,11,8,1,84,6.75,993,64.5,11,5,4,248,116,122,0,1,8.6,météo très défavorable
2018-03-07,10,4,23,4,9,6,1.1,85,9.75,1005,62,10,4,2,122,116,113,0,1,10.1,météo très défavorable
2018-03-08,13,3,26,3,11,8,0,77,10,1007,39.375,13,4,3,119,116,113,0,1,11.3,météo correcte
2018-03-09,15,7,18,7,14,12,1.2,87,8,1007,93.75,15,10,6,122,122,119,0,1,5.7,météo défavorable
2018-03-10,17,10,19,10,16,13,5.3,90,9.25,1002,92,17,12,10,122,122,200,0,1,7.2,météo défavorable
2018-03-11,16,9,24,9,16,11,0,76,6.75,997,57.75,16,11,12,248,116,116,0,1,11.4,météo correcte
2018-03-12,12,8,32,10,12,8,2,78,9,1004,87.125,12,7,6,122,122,122,0,1,5.7,météo défavorable
2018-03-13,11,6,19,7,10,7,1.5,86,9.75,1014,66.5,12,6,5,122,122,113,0,1,8.7,météo défavorable
2018-03-14,14,3,23,3,14,10,0,72,10,1014,30.375,14,5,6,116,119,113,0,1,10.1,météo correcte
2018-03-15,12,8,16,8,12,9,7.3,92,8.625,997,90.375,12,8,7,143,122,119,0,1,5.8,météo défavorable
2018-03-16,12,5,13,5,11,8,0.1,83,8.75,1003,75.75,12,6,7,248,116,122,0,1,10.1,météo très défavorable
2018-03-17,10,3,13,3,10,5,1.1,79,8,1002,61.25,10,5,7,143,119,122,0,1,8.8,météo très défavorable
2018-03-18,4,-0,15,0,3,1,0,77,10,1008,96.25,4,1,-3,122,122,122,0,1,6,météo très défavorable
2018-03-19,4,-1,19,-1,4,1,0,69,10,1012,73.75,4,0,-2,122,119,116,0,1,7.6,météo très défavorable
2018-03-20,6,-2,26,-2,5,3,0.1,62,10,1028,40.875,6,0,-3,116,122,113,0,1,8.9,météo très défavorable
2018-03-21,8,-1,17,-1,7,4,0,61,10,1031,16.5,8,0,0,113,113,116,0,1,11.6,météo très défavorable
2018-03-22,7,-1,15,-1,7,6,0,71,10,1029,60.125,8,3,2,116,122,119,0,1,6.3,météo très défavorable
2018-03-23,6,-0,18,-0,5,5,0.1,83,8,1017,75.25,6,3,1,143,122,122,0,1,6.3,météo très défavorable
2018-03-24,12,2,11,2,12,9,0,78,10,1002,79.625,12,6,2,122,119,116,0,1,7.6,météo très défavorable
2018-03-25,16,5,5,6,16,11,0,70,10,1013,44.625,16,6,11,119,116,116,0,1,11.6,météo correcte
2018-03-26,13,6,12,6,13,9,1.1,77,9.875,1019,59.125,13,7,7,119,113,116,0,1,11.6,météo correcte
2018-03-27,13,6,24,6,10,11,2.1,94,9.75,1019,79.875,13,10,3,122,122,119,0,1,6.4,météo défavorable
2018-03-28,12,5,30,9,12,8,13.3,93,8,1013,81.25,12,10,8,122,302,119,0,1,6.4,météo très défavorable
2018-03-29,12,3,25,3,11,8,0.9,77,8.875,1010,42.625,12,5,5,113,116,122,0,1,10.3,météo très défavorable
2018-03-30,10,5,30,5,9,7,3.6,87,8.375,1003,73.125,10,6,4,200,122,116,0,1,9,météo très défavorable
2018-03-31,10,3,19,4,9,7,0.6,77,9.375,1008,59.625,10,5,5,122,122,116,0,1,10.3,météo très défavorable
2018-04-01,11,3,15,3,10,8,0.1,75,10,1015,70.875,11,3,5,119,122,116,0,1,10.3,météo très défavorable
2018-04-02,17,6,21,6,17,12,2.4,59,10,1012,86.375,17,11,8,122,119,122,0,1,7.8,météo défavorable
2018-04-03,16,9,29,9,16,10,2,85,8.875,1002,51.125,16,9,9,116,116,113,0,1,9,météo correcte
2018-04-04,14,9,28,9,14,10,0.7,80,10,1006,82.625,14,9,8,122,119,122,0,1,7.8,météo défavorable
2018-04-05,10,6,17,7,10,8,0.5,67,10,1020,77.5,11,8,6,122,122,113,0,1,7.8,météo défavorable
2018-04-06,20,5,18,5,18,15,0,64,10,1018,9,20,12,10,113,113,113,0,1,11.6,météo favorable
2018-04-07,19,10,16,10,19,16,0,65,9.875,1009,52.875,19,12,13,116,119,116,0,1,9.1,météo correcte
2018-04-08,20,11,12,11,20,14,0.1,64,8,1008,62,20,11,16,122,116,119,0,1,9.1,météo correcte
2018-04-09,13,11,10,11,13,11,4.4,90,8.875,1008,89.5,13,11,12,122,122,122,0,1,6.6,météo défavorable
2018-04-10,15,8,21,9,13,11,1.2,79,7.75,1003,44.25,15,8,10,122,116,113,0,1,11.6,météo correcte
2018-04-11,17,7,16,8,17,13,0,66,10,1004,37.75,17,9,12,116,116,116,0,1,11.6,météo correcte
2018-04-12,12,9,6,10,11,10,0,85,9,1002,92.75,12,10,12,122,122,122,0,1,6.6,météo défavorable
2018-04-13,16,7,10,7,15,13,2.1,78,6.875,1013,48.875,16,10,11,143,119,116,0,1,9.1,météo correcte
2018-04-14,16,8,15,9,14,13,0.8,81,9.875,1018,49.25,16,11,12,119,122,113,0,1,7.9,météo correcte
2018-04-15,17,8,14,9,17,14,0.3,80,7,1016,36.875,17,10,13,143,116,116,0,1,11.6,météo correcte
2018-04-16,15,7,7,8,15,13,0,69,8,1021,56.625,15,8,13,119,119,116,0,1,7.9,météo correcte
2018-04-17,21,7,10,8,20,17,0,66,10,1027,7.25,24,10,15,113,113,113,0,1,13.5,météo favorable
2018-04-18,25,10,18,12,25,20,0,67,10,1028,2.5,25,16,19,113,113,113,0,1,13.9,météo favorable
2018-04-19,26,13,13,14,25,21,0,53,10,1025,4.5,26,14,21,113,113,113,0,1,13.9,météo favorable
2018-04-20,27,15,10,17,27,22,0,58,10,1024,13.625,27,15,24,113,113,113,0,1,14,météo idéale
2018-04-21,27,15,10,16,27,22,0.4,61,10,1021,13.25,27,15,22,113,113,113,0,1,14,météo idéale
2018-04-22,25,15,19,16,25,21,0.5,75,10,1015,27.25,26,15,20,113,113,116,0,1,14,météo idéale
2018-04-23,16,12,11,12,16,15,0,74,9,1021,69.625,16,14,16,116,119,122,0,1,9.9,météo défavorable
2018-04-24,20,8,14,10,19,17,0,66,9,1021,13.75,20,12,16,116,113,113,0,1,14.1,météo favorable
2018-04-25,16,9,21,10,12,13,0.5,91,8,1020,59.75,16,11,10,119,122,116,0,1,11.1,météo correcte
2018-04-26,14,5,14,6,14,12,0.1,63,10,1023,33.375,14,7,10,113,116,116,0,1,14.1,météo correcte
2018-04-27,18,6,32,8,18,13,0.3,64,10,1017,31.625,19,10,13,116,113,119,0,1,13.4,météo favorable
2018-04-28,14,7,14,8,13,12,0.4,70,9,1013,42.875,14,8,12,116,116,113,0,1,14.5,météo correcte
2018-04-29,12,7,18,8,11,10,11.9,95,7.25,1009,98.125,12,10,6,122,122,122,0,1,9.2,météo défavorable
2018-04-30,9,5,25,6,7,7,4,90,8.75,1013,89.375,9,9,3,122,122,119,0,1,9.2,météo très défavorable
2018-05-01,13,3,12,4,12,10,0,66,9,1015,61.875,13,5,7,122,116,113,0,1,12.4,météo correcte
2018-05-02,15,3,18,5,15,12,0.3,61,9,1014,55.25,15,10,10,113,122,122,0,1,11.3,météo correcte
2018-05-03,16,6,17,6,16,13,0,66,8,1020,14.125,16,8,11,113,113,113,0,1,14.5,météo correcte
2018-05-04,18,6,21,8,17,15,0,56,10,1021,0,18,11,12,113,113,113,0,1,14.5,météo favorable
2018-05-05,22,9,20,11,21,20,0,70,10,1021,7,25,17,16,113,113,113,0,1,14.5,météo favorable
2018-05-06,25,13,14,15,25,22,0,71,8,1020,8.875,26,18,20,113,113,113,0,1,14.5,météo favorable
2018-05-07,25,15,15,15,25,21,0,63,10,1017,0,26,17,21,113,113,113,0,1,14.5,météo idéale
2018-05-08,25,14,9,16,25,21,0,63,10,1012,10.375,26,15,23,113,113,113,0,1,14.5,météo favorable
2018-05-09,20,10,15,11,20,18,0,79,9,1011,70.25,20,14,14,119,116,122,0,1,11.4,météo défavorable
2018-05-10,16,9,17,11,16,14,0.1,73,10,1021,52.125,16,9,12,119,122,113,0,1,11.4,météo correcte
2018-05-11,21,6,15,9,20,18,0,57,10,1021,13.875,21,12,16,113,113,119,0,1,13.5,météo favorable
2018-05-12,17,7,10,13,17,9,2.1,78,9.875,1016,54.875,17,13,17,113,122,122,0,1,10.4,météo correcte
2018-05-13,14,7,11,8,13,12,0.3,75,8,1017,83.125,14,8,9,122,122,116,0,1,11.4,météo défavorable
2018-05-14,13,8,26,9,10,13,9.9,95,7.25,1017,97.625,13,12,7,122,122,143,0,1,9.4,météo défavorable
2018-05-15,18,10,12,11,15,17,0.2,88,7.75,1017,87.25,18,14,12,143,122,122,0,1,9.4,météo défavorable
2018-05-16,20,9,17,11,19,17,0.4,73,7.375,1020,42,20,14,16,116,113,113,0,1,14.5,météo favorable
2018-05-17,19,8,15,10,16,16,0,87,9,1023,45.25,19,13,9,122,116,113,0,1,12.5,météo favorable
2018-05-18,18,6,14,8,17,16,0,69,10,1023,14.75,18,10,13,113,113,116,0,1,14.5,météo favorable
2018-05-19,19,7,14,9,18,17,0,70,9,1022,16.125,19,13,14,116,113,113,0,1,14.5,météo favorable
2018-05-20,21,7,15,10,21,19,0,71,8,1021,8.75,24,14,17,113,113,113,0,1,14.5,météo favorable
2018-05-21,23,10,6,13,22,20,0.9,70,8,1015,21.875,25,15,19,116,113,113,0,1,14.5,météo favorable
2018-05-22,22,12,11,14,22,18,1.6,77,9.875,1016,10.375,25,15,19,113,113,113,0,1,14.5,météo favorable
2018-05-23,21,11,11,13,21,18,3.7,73,7.875,1018,32.75,21,15,19,116,116,116,0,1,14.5,météo favorable
2018-05-24,24,12,6,14,24,21,1.5,69,8.75,1018,23.375,26,15,21,116,113,113,0,1,14.5,météo favorable
2018-05-25,24,14,13,16,24,19,4.4,78,8.625,1017,35,26,18,19,116,116,116,0,1,14.5,météo favorable
2018-05-26,28,15,18,17,27,24,0.8,70,8.875,1016,25.25,28,18,23,113,116,200,0,1,13.5,météo favorable
2018-05-27,27,17,10,18,26,23,0,67,9.75,1016,32.625,27,18,25,113,200,116,0,1,14.5,météo correcte
2018-05-28,23,14,14,17,23,19,0,77,10,1017,39.5,25,18,22,116,116,122,0,1,13.5,météo favorable
2018-05-29,22,14,9,15,21,20,2,78,8.875,1015,40.375,25,17,19,116,116,116,0,1,14.5,météo favorable
2018-05-30,24,13,10,15,24,21,1.5,71,6.625,1014,61,26,18,20,143,119,122,0,1,11.7,météo correcte
2018-05-31,22,14,13,16,21,20,2.2,84,8.75,1018,31,25,17,19,116,116,113,0,1,14.5,météo favorable
2018-06-01,21,14,12,15,18,19,0.6,88,7.75,1021,73.125,21,16,17,143,119,116,0,1,11.7,météo défavorable
2018-06-02,24,13,7,16,23,21,0,70,8,1021,29.75,26,16,21,116,116,116,0,1,14.5,météo favorable
2018-06-03,24,14,17,17,24,21,8.2,80,8.375,1019,40.25,26,19,22,116,200,116,0,1,14.5,météo correcte
2018-06-04,25,16,6,17,23,22,1.4,80,7.625,1013,37.25,26,19,22,116,113,113,0,1,14.5,météo favorable
2018-06-05,21,16,15,17,20,20,12.4,91,7.125,1012,71.625,24,18,19,143,122,122,0,1,10,météo défavorable
2018-06-06,21,16,5,16,21,20,2.7,94,7.25,1014,79.625,24,18,18,248,122,116,0,1,10.9,météo défavorable
2018-06-07,22,13,10,15,21,21,0.1,92,6.25,1016,63.5,25,18,17,248,116,113,0,1,12.7,météo correcte
2018-06-08,25,15,10,18,24,22,2.3,74,9.75,1015,20.875,26,18,22,113,113,116,0,1,14.5,météo idéale
2018-06-09,26,16,12,17,24,22,2.6,82,7.75,1013,43.375,28,20,22,143,113,113,0,1,13.6,météo favorable
2018-06-10,25,16,9,18,23,22,2.9,84,7.875,1012,30.25,28,20,22,143,113,113,0,1,13.6,météo favorable
2018-06-11,21,16,14,18,21,19,6,85,8.5,1011,59.5,24,19,21,200,119,119,0,1,12.7,météo correcte
2018-06-12,20,14,22,15,20,18,0,79,9,1015,41.5,20,16,18,116,119,113,0,1,12.7,météo correcte
2018-06-13,17,11,15,12,16,16,0,70,9,1019,38.625,17,12,15,113,116,119,0,1,13.6,météo correcte
2018-06-14,21,10,15,13,19,17,0.1,74,10,1019,58.5,21,15,17,119,116,119,0,1,11.8,météo correcte
2018-06-15,21,15,5,15,20,20,1.4,90,6.75,1018,74,24,18,17,143,119,116,0,1,12.7,météo défavorable
2018-06-16,20,14,14,14,20,19,0,75,8,1018,78.625,20,15,19,122,119,122,0,1,10.9,météo défavorable
2018-06-17,18,13,14,14,18,18,0,85,8,1022,76.625,18,14,16,143,119,116,0,1,10,météo défavorable
2018-06-18,22,14,14,15,22,21,0,88,9,1024,80.375,25,17,17,143,119,119,0,1,10.9,météo défavorable
2018-06-19,23,15,9,16,22,22,0,75,6.75,1026,53.875,25,18,21,119,119,113,0,1,11.8,météo correcte
2018-06-20,27,15,10,17,27,25,0,67,7.5,1024,30.75,28,18,23,116,113,113,0,1,14.5,météo favorable
2018-06-21,21,14,19,17,21,18,0,77,9,1026,45.5,21,15,19,116,122,122,0,1,11.8,météo correcte
2018-06-22,20,8,21,11,19,19,0,56,10,1029,18.25,20,13,16,113,113,119,0,1,13.6,météo favorable
2018-06-23,21,8,18,11,20,19,0,63,10,1029,6.875,21,14,16,113,113,113,0,1,14.5,météo favorable
2018-06-24,22,11,14,14,22,20,0,64,10,1025,21.875,25,14,19,113,113,113,0,1,13.6,météo favorable
2018-06-25,23,12,19,15,22,21,0,68,9,1024,8.25,25,17,19,113,113,113,0,1,14.5,météo favorable
2018-06-26,26,14,17,17,25,25,0,65,9,1024,1.75,27,20,22,113,113,113,0,1,14.5,météo favorable
2018-06-27,27,15,19,17,27,25,0,66,9,1022,2.625,28,18,23,113,113,113,0,1,14.5,météo idéale
2018-06-28,26,16,24,18,26,23,0,54,10,1019,8.625,26,18,23,113,113,113,0,1,14.5,météo idéale
2018-06-29,25,17,21,18,25,24,2.3,66,9.75,1017,15.875,27,20,24,113,116,113,0,1,14.5,météo favorable
2018-06-30,31,17,12,19,30,28,0,68,9,1013,12.75,32,19,25,113,113,113,0,1,14.5,météo idéale
2018-07-01,33,19,10,22,33,27,0.1,61,9.75,1010,14.875,34,21,28,113,113,200,0,1,14.5,météo idéale
2018-07-02,28,19,11,19,26,25,2.1,70,9.875,1014,15.5,29,19,23,113,113,113,0,1,14.5,météo idéale
2018-07-03,27,17,13,19,27,25,0,65,9,1016,12.875,28,19,24,116,113,113,0,1,14.5,météo idéale
2018-07-04,28,16,12,19,27,25,1.5,64,9.75,1016,15.25,28,18,24,116,116,113,0,1,14.5,météo favorable
2018-07-05,23,17,14,17,20,21,13.1,92,8.125,1018,66.25,25,18,18,143,119,116,0,1,11.6,météo défavorable
2018-07-06,26,15,7,17,25,24,0.8,73,9,1022,27.625,27,17,22,113,113,113,0,1,14.5,météo idéale
2018-07-07,28,17,10,20,28,26,0,59,10,1023,23.75,29,18,26,113,116,116,0,1,14.5,météo favorable
2018-07-08,28,18,10,20,28,26,0,58,10,1024,31.75,28,18,26,113,119,116,0,1,13.5,météo correcte
2018-07-09,26,16,18,18,25,23,0,57,10,1024,15.625,26,17,22,113,113,116,0,1,14.5,météo idéale
2018-07-10,23,15,20,18,23,20,0,74,10,1021,23.5,25,15,20,119,116,113,0,1,13.5,météo favorable
2018-07-11,21,11,13,14,21,20,0,71,10,1021,45,21,15,18,116,122,116,0,1,12.6,météo correcte
2018-07-12,23,13,11,16,22,22,0.1,76,9,1020,41.125,25,15,19,119,116,116,0,1,13.5,météo favorable
2018-07-13,27,15,7,18,27,24,0.5,67,10,1020,38.75,27,17,24,113,119,116,0,1,13.5,météo correcte
2018-07-14,28,16,10,19,27,26,1.2,65,9.5,1020,35,28,18,24,116,200,200,0,1,13.5,météo correcte
2018-07-15,30,17,5,20,30,25,5.4,59,9.125,1017,24.25,30,18,26,113,200,200,0,1,14.5,météo correcte
2018-07-16,28,17,14,19,26,25,0.8,66,9.875,1015,16.375,28,18,25,116,113,113,0,1,14.5,météo idéale
