"""#### EXPORT DONNEES METEO POUR ""ORLéANS"" (LAT/LON: 47.902964/1.909251)"
#### DONNEES PROVENANT DE WWW.HISTORIQUE-METEO.NET - UTILISATION LIBRE A CONDITION DE MENTIONNER LEUR PROVENANCE
#### DOC POUR LES WEATHER CODES : https://www.historique-meteo.net/weathercodes.txt"""
DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C,TEMPERATURE_NOON_C,TEMPERATURE_EVENING_C,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,WEATHER_CODE_MORNING,WEATHER_CODE_NOON,WEATHER_CODE_EVENING,TOTAL_SNOW_MM,UV_INDEX,SUNHOUR,OPINION
2009-01-01,3,-2,14,-1,3,-2,0,91,6.75,1028,18.625,3,0,-5,143,113,113,0,1,8.7,météo très défavorable
2009-01-02,1,-3,19,-3,1,-2,0,84,10,1027,10.25,1,0,-8,113,113,113,0,1,8.7,météo très défavorable
2009-01-03,1,-3,22,-2,1,-3,0,85,10,1026,14,1,0,-8,113,113,113,0,1,8.7,météo très défavorable
2009-01-04,-1,-5,8,-5,-1,-4,0,68,10,1026,29.875,0,0,-7,113,116,119,0,1,6.9,météo très défavorable
2009-01-05,-1,-5,12,-4,-1,-2,1.8,85,8,1021,72.875,0,0,-7,116,122,122,1.5,1,3.3,météo très défavorable
2009-01-06,-3,-5,21,-4,-3,-5,0,91,10,1022,89.75,0,0,-11,119,122,122,0,1,3.3,météo très défavorable
2009-01-07,-4,-8,20,-8,-4,-6,0,78,10,1026,29.5,0,0,-15,113,113,113,0,1,8.7,météo très défavorable
2009-01-08,-1,-6,23,-4,-1,-5,0,91,10,1027,20.75,0,0,-10,116,113,113,0,1,8.7,météo très défavorable
2009-01-09,-2,-8,10,-8,-2,-5,0,81,10,1028,0.5,1,0,-8,113,113,113,0,1,8.7,météo très défavorable
2009-01-10,0,-6,7,-6,0,-3,0,78,10,1030,1.375,2,0,-6,113,113,113,0,1,8.7,météo très défavorable
2009-01-11,2,-4,11,-3,2,-0,0,66,10,1032,2.625,3,0,-6,113,113,113,0,1,8.7,météo très défavorable
2009-01-12,3,-2,20,-2,2,1,0,79,10,1030,16.125,3,0,-5,113,113,113,0,1,8.7,météo très défavorable
2009-01-13,3,0,15,1,3,2,0.4,85,9.375,1019,61.125,3,2,-4,116,119,122,0,1,3.3,météo très défavorable
2009-01-14,4,-1,11,-0,4,-1,0,95,3.25,1018,57,4,3,-3,260,116,143,0,1,6.9,météo très défavorable
2009-01-15,5,-1,17,-0,5,1,0,87,9,1019,23.375,5,0,-4,113,113,116,0,1,8.7,météo très défavorable
2009-01-16,5,-0,15,0,5,3,0.2,92,8.75,1021,64.125,5,4,-3,113,116,248,0,1,6.9,météo très défavorable
2009-01-17,8,4,24,5,7,8,0.4,95,6.5,1020,90.875,8,8,1,119,122,122,0,1,3.4,météo très défavorable
2009-01-18,8,5,40,7,8,5,5.6,92,9.375,1012,52.875,8,7,3,200,113,113,0,1,6.9,météo très défavorable
2009-01-19,9,4,45,8,9,6,2.9,90,9.75,1007,79.125,9,8,3,122,119,116,0,1,3.4,météo très défavorable
2009-01-20,5,2,18,2,5,3,0.1,94,9,1001,48,5,3,-2,113,122,143,0,1,3.4,météo très défavorable
2009-01-21,4,1,12,1,3,1,0.3,94,6.75,1011,70.875,4,2,-0,200,119,143,0,1,5.2,météo très défavorable
2009-01-22,8,2,38,3,5,7,6.9,96,7.5,1008,94,8,7,-2,119,122,122,0,1,3.4,météo très défavorable
2009-01-23,11,3,50,11,9,5,2.3,88,9.75,993,68.125,11,10,2,122,119,116,0,1,5.2,météo très défavorable
2009-01-24,4,1,32,2,2,2,2,98,9.75,1002,72.625,4,3,-4,122,122,113,0,1,3.4,météo très défavorable
2009-01-25,6,1,27,1,6,5,1.4,90,8.875,1001,73.625,6,4,-3,116,122,122,0,1,5.2,météo très défavorable
2009-01-26,7,1,10,2,5,2,0,93,5.5,1007,58.75,7,4,0,248,116,113,0,1,6.9,météo très défavorable
2009-01-27,5,-0,8,-0,5,1,0,86,7,1017,37.625,5,2,0,143,119,116,0,1,6.9,météo très défavorable
2009-01-28,4,-1,7,-0,4,1,0,93,7.75,1017,38.125,5,2,-0,260,116,116,0,1,7,météo très défavorable
2009-01-29,4,-2,13,-2,3,-0,0,74,10,1018,27.25,4,0,-4,116,113,113,0,1,8.7,météo très défavorable
2009-01-30,4,-1,20,-1,4,1,0,73,10,1019,30.125,5,0,-5,116,113,116,0,1,8.7,météo très défavorable
2009-01-31,6,-1,22,0,5,2,0,75,10,1012,26,6,0,-3,116,113,113,0,1,8.7,météo très défavorable
2009-02-01,2,-3,26,-3,1,-1,0,70,10,1007,22.25,2,0,-8,113,113,122,0,1,8.7,météo très défavorable
2009-02-02,3,-1,15,0,3,1,1.3,99,8,998,96.25,3,3,-2,143,122,122,0,1,3.5,météo très défavorable
2009-02-03,3,-3,9,-3,2,-2,0,83,10,1003,20.125,4,0,-4,116,113,113,0,1,8.7,météo très défavorable
2009-02-04,5,-3,17,-2,2,3,0.1,84,10,1000,51.75,5,3,-5,116,122,116,0,1,5.3,météo très défavorable
2009-02-05,9,4,27,5,9,6,3.6,95,7.375,993,68.625,9,7,1,122,116,143,0,1,7,météo très défavorable
2009-02-06,8,4,19,4,8,6,0,91,9.875,992,60.75,8,6,1,200,119,116,0,1,8.3,météo très défavorable
2009-02-07,4,0,31,3,2,1,0.2,92,5.75,1000,75.5,4,3,-5,143,122,116,0,1,6.6,météo très défavorable
2009-02-08,4,-1,18,1,4,0,0.2,87,7.875,1009,57.125,4,0,-2,119,122,116,0,1,9.9,météo très défavorable
2009-02-09,10,2,32,4,3,10,5.2,100,7.625,1008,92.875,10,9,-1,122,122,122,0,1,5,météo très défavorable
2009-02-10,10,2,42,5,5,3,2.7,86,8.875,1015,75,10,8,-1,122,122,113,0,1,6.7,météo très défavorable
2009-02-11,6,-0,10,-0,5,4,0.1,93,8.75,1020,59.75,6,3,-0,260,116,119,0,1,8.3,météo très défavorable
2009-02-12,5,1,21,1,4,2,0.4,84,9.875,1026,61.5,5,2,-4,119,119,113,0,1,6.7,météo très défavorable
2009-02-13,2,-0,23,0,1,1,2.6,100,7.375,1026,85.25,2,2,-6,122,248,122,0.8,1,5.1,météo très défavorable
2009-02-14,3,-2,14,-2,3,-1,0,90,7,1030,17.125,3,0,-4,143,113,113,0,1,10.1,météo très défavorable
2009-02-15,5,-2,6,-2,4,-1,0,75,9,1031,36.875,5,0,-1,116,116,116,0,1,10,météo très défavorable
2009-02-16,6,-1,13,1,5,4,0.2,91,7,1029,86.125,6,4,-1,122,122,143,0,1,5.3,météo très défavorable
2009-02-17,8,4,19,4,7,7,0.6,96,6,1027,92.375,8,6,1,143,122,122,0,1,5.3,météo très défavorable
2009-02-18,7,4,14,7,6,5,0.3,89,9,1025,85.625,7,7,4,119,122,119,0,1,5.3,météo très défavorable
2009-02-19,6,-0,8,-0,5,1,0,68,10,1029,15.125,7,1,1,113,113,113,0,1,10.7,météo très défavorable
2009-02-20,9,0,5,1,8,3,0,67,10,1033,33.625,10,3,4,122,113,113,0,1,10.7,météo très défavorable
2009-02-21,8,1,9,1,8,5,0,91,6.5,1033,62.625,8,4,3,248,122,116,0,1,8.5,météo très défavorable
2009-02-22,8,1,17,2,8,7,0.2,90,7,1033,70.125,8,6,-0,119,122,122,0,1,6.9,météo très défavorable
2009-02-23,8,6,16,6,8,6,0.1,87,9,1026,79.375,8,6,4,116,122,122,0,1,5.4,météo très défavorable
2009-02-24,9,3,15,6,9,4,0.3,91,9,1028,60.75,9,5,4,122,119,113,0,1,8.5,météo très défavorable
2009-02-25,9,-0,8,-0,8,3,0,75,8,1031,5.625,10,2,3,143,113,113,0,1,10.9,météo très défavorable
2009-02-26,10,0,14,1,9,5,0,70,10,1029,26.5,10,4,4,113,113,113,0,1,10.9,météo très défavorable
2009-02-27,11,1,5,1,9,5,0,83,7,1025,19.375,11,5,5,143,113,113,0,1,11,météo très défavorable
2009-02-28,14,3,13,3,13,9,0,75,10,1021,22.125,14,8,4,116,113,113,0,1,11,météo correcte
2009-03-01,12,6,20,7,11,8,0,85,10,1012,79.5,12,7,6,119,119,122,0,1,5.5,météo défavorable
2009-03-02,10,6,12,6,10,8,0,84,10,1020,81.75,11,5,5,116,116,122,0,1,7,météo défavorable
2009-03-03,10,3,22,3,10,6,0,75,10,1020,31,10,3,3,113,113,113,0,1,10.1,météo très défavorable
2009-03-04,7,1,26,4,5,3,4.5,100,8.625,999,67.75,7,4,-3,122,122,113,0,1,8.6,météo très défavorable
2009-03-05,7,-1,10,-1,5,3,0,88,9,998,36,7,0,-1,143,113,113,0,1,11.2,météo très défavorable
2009-03-06,9,1,22,1,8,4,0,78,10,1011,23.625,9,1,0,116,113,113,0,1,11.2,météo très défavorable
2009-03-07,10,1,14,1,9,7,0,84,8.75,1016,58.75,10,5,2,248,119,116,0,1,7.1,météo très défavorable
2009-03-08,10,6,27,8,9,8,1.7,90,8.75,1015,73.375,10,8,6,122,122,116,0,1,7.1,météo défavorable
2009-03-09,9,2,25,2,9,6,0.2,77,9.875,1020,48.75,9,3,1,116,116,119,0,1,8.6,météo très défavorable
2009-03-10,9,4,33,5,7,8,3.7,96,9.75,1021,80.625,9,8,-1,122,122,116,0,1,7.2,météo très défavorable
2009-03-11,11,5,8,6,11,6,0.2,80,8,1026,34.75,11,6,7,143,113,116,0,1,11.4,météo très défavorable
2009-03-12,12,4,18,6,11,10,0.1,92,10,1027,79.25,12,9,5,122,119,119,0,1,5.7,météo très défavorable
2009-03-13,14,2,4,2,13,7,0,81,7,1025,46.125,14,6,9,143,122,119,0,1,7.2,météo correcte
2009-03-14,13,6,17,6,13,10,0.1,80,10,1025,53.375,13,8,7,116,116,116,0,1,8.7,météo correcte
2009-03-15,14,3,11,3,13,9,0,75,9,1032,4.5,14,6,9,143,113,113,0,1,11.5,météo correcte
2009-03-16,14,4,16,4,13,10,0,74,7,1033,8.5,14,6,7,143,113,113,0,1,11.6,météo correcte
2009-03-17,15,4,16,4,14,11,0,74,7,1033,7.125,15,6,7,143,113,113,0,1,11.6,météo correcte
2009-03-18,16,5,20,5,15,11,0,69,10,1032,2,16,5,7,113,113,113,0,1,11.6,météo correcte
2009-03-19,15,3,16,3,14,10,0,50,10,1025,9.25,16,3,7,116,113,113,0,1,11.6,météo correcte
2009-03-20,11,3,21,3,10,7,0,49,10,1029,9,11,2,3,113,113,113,0,1,11.6,météo très défavorable
2009-03-21,11,-1,17,-1,10,5,0,40,10,1031,7.125,11,0,2,113,113,113,0,1,11.6,météo très défavorable
2009-03-22,12,-0,15,-0,11,7,0,70,10,1031,6,12,3,5,113,113,113,0,1,11.6,météo très défavorable
2009-03-23,14,2,26,2,13,10,0,76,10,1030,18.25,15,5,5,113,113,113,0,1,11.6,météo correcte
2009-03-24,9,3,23,5,8,6,0.3,67,9.875,1019,59.5,9,5,2,122,119,113,0,1,7.6,météo très défavorable
2009-03-25,9,2,30,4,7,8,1,94,8.375,1018,71.125,9,6,-0,119,122,122,0,1,6.3,météo très défavorable
2009-03-26,10,4,28,4,10,9,0.1,87,9,1015,58,10,6,2,143,116,119,0,1,9,météo très défavorable
2009-03-27,10,6,26,6,10,10,1.6,70,9.875,1009,77.875,10,7,5,113,122,122,0,1,6.4,météo défavorable
2009-03-28,10,4,22,4,8,6,2.7,93,8.625,1008,57.875,10,5,1,122,119,113,0,1,9,météo très défavorable
2009-03-29,10,1,15,1,9,6,0,74,7.75,1016,33.875,10,2,3,248,116,113,0,1,11.6,météo très défavorable
2009-03-30,11,0,15,0,11,6,0,62,9,1022,8,11,1,5,143,113,113,0,1,11.6,météo très défavorable
2009-03-31,13,2,23,2,13,9,0,61,10,1023,9.75,14,3,5,113,113,113,0,1,11.6,météo correcte
2009-04-01,15,4,23,4,14,11,0,63,10,1017,20.875,15,6,7,113,119,113,0,1,10.3,météo correcte
2009-04-02,17,6,12,6,16,13,0,71,9,1015,30.625,17,10,10,143,113,119,0,1,10.3,météo correcte
2009-04-03,16,10,8,10,15,14,0,84,10,1019,74.25,16,11,13,119,119,119,0,1,6.5,météo défavorable
2009-04-04,15,8,14,8,15,11,0,63,10,1024,32.75,15,7,10,116,113,113,0,1,10.3,météo correcte
2009-04-05,15,6,6,8,15,11,0,76,8,1024,69.375,15,10,10,122,122,113,0,1,7.8,météo défavorable
2009-04-06,20,9,15,10,19,13,0,66,9.875,1018,28.375,20,12,15,113,113,113,0,1,11.6,météo favorable
2009-04-07,13,8,11,8,13,11,4.1,88,7.375,1015,74.75,14,8,9,248,122,116,0,1,7.8,météo défavorable
2009-04-08,12,6,27,6,11,11,0.3,82,9,1017,67,12,10,5,116,122,122,0,1,6.6,météo défavorable
2009-04-09,19,8,18,8,17,16,0.3,74,7.875,1017,40.875,19,11,12,143,113,116,0,1,11.6,météo favorable
2009-04-10,19,11,22,11,19,12,0,72,9.875,1007,38.5,19,11,16,113,119,200,0,1,9.1,météo correcte
2009-04-11,15,8,11,10,15,13,1,77,9.875,1011,71.875,15,11,14,119,119,119,0,1,6.6,météo défavorable
2009-04-12,19,11,14,11,18,15,0,84,6.75,1013,46.75,19,13,15,248,116,113,0,1,11.6,météo favorable
2009-04-13,18,9,10,9,18,14,0.3,78,6.25,1014,67.25,18,11,13,248,119,116,0,1,9.1,météo défavorable
2009-04-14,19,8,4,10,19,15,1.3,71,8.875,1010,38.625,19,12,16,143,119,113,0,1,9.1,météo correcte
2009-04-15,18,10,21,11,18,12,0.2,76,7.625,1007,42,19,12,14,116,113,116,0,1,11.6,météo favorable
2009-04-16,15,8,10,8,14,11,0.8,84,6.625,1009,46,15,9,9,143,119,113,0,1,10.4,météo correcte
2009-04-17,16,6,14,7,15,12,1.4,75,7.75,1013,22.875,16,9,11,143,116,113,0,1,13.9,météo correcte
2009-04-18,14,6,19,7,14,10,0.1,82,5,1016,81.875,15,9,10,248,122,116,0,1,11,météo défavorable
2009-04-19,16,9,5,9,13,12,2.8,94,6,1022,76,16,11,11,248,119,113,0,1,9.9,météo défavorable
2009-04-20,19,8,20,9,19,15,0,73,9,1024,10.625,19,11,14,116,113,113,0,1,14,météo favorable
2009-04-21,19,8,18,8,18,16,0,74,10,1026,23.125,19,11,12,116,113,113,0,1,14,météo favorable
2009-04-22,19,7,13,8,18,15,0,57,10,1027,10.75,19,10,13,116,113,113,0,1,14,météo favorable
2009-04-23,18,7,11,9,18,14,0,67,8,1024,18.875,18,8,14,113,116,113,0,1,14.1,météo favorable
2009-04-24,17,6,19,7,16,14,0,56,10,1020,18.375,17,7,11,113,113,116,0,1,14.1,météo correcte
2009-04-25,13,6,14,10,13,9,3.1,89,8.25,1013,62.75,13,9,8,122,116,116,0,1,11.1,météo correcte
2009-04-26,16,7,5,8,16,11,1.3,82,7.625,1012,70.625,16,9,12,248,119,116,0,1,11.1,météo défavorable
2009-04-27,14,7,26,7,12,10,4.9,71,9.625,1008,76.125,14,8,8,116,119,122,0,1,10.2,météo défavorable
2009-04-28,12,5,18,6,12,8,3.9,90,8,1004,75.875,12,8,5,122,116,143,0,1,10.2,météo très défavorable
2009-04-29,13,5,19,6,13,10,2.8,94,8.75,1016,67.25,13,9,5,200,119,113,0,1,11.3,météo très défavorable
2009-04-30,17,4,7,7,17,13,0,77,7,1019,28.75,17,11,13,143,119,113,0,1,12.4,météo correcte
2009-05-01,19,7,11,9,19,16,0,71,9,1028,18.375,19,12,16,113,113,113,0,1,13.4,météo favorable
2009-05-02,19,7,9,9,18,16,0,70,9,1031,11.375,19,13,15,113,113,113,0,1,14.5,météo favorable
2009-05-03,14,9,13,9,14,13,0,71,6.5,1029,63.75,14,10,13,143,116,116,0,1,12.4,météo correcte
2009-05-04,16,5,13,7,16,11,0,63,10,1028,32.125,16,6,13,113,119,116,0,1,13.4,météo correcte
2009-05-05,17,7,14,7,15,15,0,85,10,1028,59.5,17,12,8,119,119,119,0,1,9.3,météo correcte
2009-05-06,19,9,14,10,18,16,0,67,7.5,1025,30.5,19,13,13,116,113,113,0,1,14.5,météo favorable
2009-05-07,23,8,10,12,23,19,0.4,64,9.875,1019,10.75,25,17,19,113,113,113,0,1,14.5,météo favorable
2009-05-08,17,10,17,10,17,15,0,80,10,1020,33.75,17,13,11,116,113,113,0,1,13.5,météo correcte
2009-05-09,18,8,8,11,14,17,2,95,5.625,1020,58.625,18,13,12,248,143,113,0,1,11.4,météo correcte
2009-05-10,19,10,14,12,19,15,2.6,87,5.875,1018,69.75,20,16,18,116,119,143,0,1,11.4,météo défavorable
2009-05-11,19,10,16,14,19,15,1.6,90,6.5,1014,72.625,19,15,16,143,116,116,0,1,12.4,météo défavorable
2009-05-12,21,13,19,14,20,18,3.3,78,7.5,1014,48.875,21,16,18,143,113,113,0,1,13.5,météo favorable
2009-05-13,22,10,9,14,22,19,4.4,78,7.5,1014,25.375,25,17,20,113,116,200,0,1,13.5,météo favorable
2009-05-14,17,12,12,13,16,16,3.4,90,6.625,1009,63.75,17,15,16,143,122,143,0,1,11.5,météo correcte
2009-05-15,13,10,24,11,12,12,0,92,7.5,1013,77.5,13,12,10,248,119,116,0,1,10.5,météo défavorable
2009-05-16,16,8,19,9,16,13,2.3,82,9.875,1013,58.875,16,11,8,119,116,116,0,1,11.5,météo correcte
2009-05-17,15,9,17,9,14,14,3.4,93,6.75,1017,53.75,15,11,9,143,116,113,0,1,12.5,météo correcte
2009-05-18,17,7,17,9,17,15,0.1,69,10,1021,25.375,17,12,13,116,113,113,0,1,14.5,météo correcte
2009-05-19,17,6,14,11,12,15,1.9,97,8.875,1022,35.125,18,14,11,113,122,113,0,1,12.5,météo correcte
2009-05-20,21,6,8,12,20,19,0,69,10,1023,24.75,21,16,18,113,116,113,0,1,14.5,météo favorable
2009-05-21,22,11,12,14,21,19,0.6,76,9.875,1016,25.125,25,17,21,113,116,116,0,1,14.5,météo favorable
2009-05-22,20,11,6,11,19,18,0,64,10,1020,12.125,24,13,17,113,113,113,0,1,14.5,météo favorable
2009-05-23,23,10,15,12,23,23,0.7,78,9.75,1018,22.125,25,20,18,113,200,113,0,1,14.5,météo correcte
2009-05-24,27,16,7,19,27,25,0,76,8,1018,14.25,30,21,25,116,113,113,0,1,14.5,météo idéale
2009-05-25,26,19,7,20,26,23,0.8,77,9,1016,27.125,29,21,24,116,113,116,0,1,14.5,météo idéale
2009-05-26,16,11,20,13,14,14,0.5,92,9,1025,68.625,16,15,12,122,122,116,0,1,10.6,météo défavorable
2009-05-27,15,5,11,8,15,13,1.1,88,8.875,1030,41.5,15,12,13,113,116,119,0,1,12.5,météo correcte
2009-05-28,19,11,10,12,17,18,0.1,92,7,1032,64,19,14,13,143,119,116,0,1,11.6,météo correcte
2009-05-29,21,12,22,14,21,19,0,71,7.75,1031,22.375,24,13,18,116,113,113,0,1,14.5,météo favorable
2009-05-30,22,11,23,12,21,19,0,55,10,1022,0.875,24,13,16,113,113,113,0,1,14.5,météo favorable
2009-05-31,22,11,19,13,21,19,0,61,10,1021,7.625,25,14,18,113,113,113,0,1,14.5,météo favorable
2009-06-01,23,12,17,14,22,20,0,59,10,1021,11.875,25,17,19,113,113,113,0,1,14.5,météo favorable
2009-06-02,23,14,17,15,23,20,0,65,10,1021,7.5,25,15,20,113,113,113,0,1,14.5,météo favorable
2009-06-03,22,11,13,14,22,20,0,59,10,1020,11.625,25,16,19,113,113,113,0,1,14.5,météo favorable
2009-06-04,19,11,11,11,18,17,0,58,10,1019,11.875,20,15,16,113,113,113,0,1,14.5,météo favorable
2009-06-05,19,9,16,10,18,17,0.3,59,9.375,1014,21.875,19,11,13,113,116,113,0,1,14.5,météo favorable
2009-06-06,13,9,11,9,10,13,9.1,97,7.125,1000,90.375,13,12,7,143,143,122,0,1,10.9,météo défavorable
2009-06-07,15,11,24,11,15,13,1.3,66,8.625,1008,52.5,16,12,12,119,116,116,0,1,13.6,météo correcte
2009-06-08,15,7,13,10,13,15,4.4,96,8.25,1009,64.25,15,14,11,116,122,116,0,1,11.8,météo correcte
2009-06-09,16,10,24,12,16,15,1.8,95,7.75,1014,74.375,16,14,11,122,122,119,0,1,10,météo défavorable
2009-06-10,15,10,15,11,13,15,4.1,97,7.75,1016,62.375,16,15,12,113,143,122,0,1,11.8,météo correcte
2009-06-11,19,10,15,10,18,18,0,81,10,1022,50.375,19,13,11,122,113,113,0,1,13.6,météo favorable
2009-06-12,22,9,8,14,21,21,0,68,10,1023,25.5,25,15,18,116,113,113,0,1,14.5,météo favorable
2009-06-13,25,12,7,16,25,22,0,69,10,1022,16.375,28,19,22,113,113,116,0,1,14.5,météo favorable
2009-06-14,26,16,14,18,25,22,0,77,9,1018,34.5,27,21,24,113,116,116,0,1,13.6,météo favorable
2009-06-15,18,14,10,17,18,17,10.9,97,5.625,1019,81.25,18,17,16,248,122,116,0,1,10.9,météo défavorable
2009-06-16,21,10,5,13,20,20,0,67,7.75,1025,22.625,25,19,18,113,113,113,0,1,14.5,météo favorable
2009-06-17,25,11,9,15,24,24,0,66,10,1024,11.75,27,21,20,113,116,113,0,1,14.5,météo favorable
2009-06-18,22,15,13,16,22,18,0,76,9,1021,42.375,25,16,19,116,116,119,0,1,13.6,météo favorable
2009-06-19,19,13,14,13,19,17,0,69,10,1024,31.625,19,14,14,116,113,113,0,1,14.5,météo favorable
2009-06-20,17,8,12,11,17,15,0.4,71,8.875,1026,36.25,17,11,16,116,119,116,0,1,12.7,météo correcte
2009-06-21,19,7,12,11,19,18,0,66,7.75,1026,49.25,19,13,18,116,119,116,0,1,12.7,météo correcte
2009-06-22,20,10,13,13,19,18,0,62,7.75,1026,21.75,20,12,17,116,113,113,0,1,14.5,météo favorable
2009-06-23,21,9,17,12,21,20,0,59,10,1027,0.625,24,17,17,113,113,113,0,1,14.5,météo favorable
2009-06-24,23,13,19,15,22,22,0,63,10,1020,16.625,25,17,20,113,113,113,0,1,14.5,météo favorable
2009-06-25,24,14,9,17,24,23,4.6,77,9.375,1011,29.125,26,21,22,113,200,200,0,1,14.5,météo correcte
2009-06-26,23,16,15,17,22,21,1.8,83,8.375,1015,36,25,19,20,200,113,113,0,1,14.5,météo favorable
2009-06-27,25,13,4,15,25,23,0,68,7.75,1017,24.125,27,19,22,113,113,113,0,1,14.5,météo favorable
2009-06-28,26,14,7,18,26,25,0,65,10,1016,21.625,28,19,23,116,113,113,0,1,14.5,météo favorable
2009-06-29,28,15,7,20,28,27,0,65,10,1017,5,32,23,27,113,113,113,0,1,14.5,météo idéale
2009-06-30,29,18,8,20,29,27,0,67,10,1020,21.5,31,22,25,116,116,113,0,1,14.5,météo favorable
2009-07-01,29,18,10,20,29,26,0,66,10,1021,15.75,30,19,26,116,113,113,0,1,14.5,météo idéale
2009-07-02,30,18,10,20,30,25,2.3,68,8.75,1019,14,34,21,28,113,113,200,0,1,14.5,météo idéale
2009-07-03,25,16,12,18,25,24,0,67,8.75,1017,31.375,26,18,21,116,116,113,0,1,14.5,météo favorable
2009-07-04,27,16,4,18,27,24,0.3,63,9.875,1015,31.5,29,21,24,116,116,113,0,1,14.5,météo favorable
2009-07-05,24,16,14,16,24,23,0.1,77,10,1013,31.5,25,16,19,116,116,116,0,1,14.5,météo favorable
2009-07-06,22,14,19,15,22,19,0.1,66,10,1013,46.375,25,14,19,116,116,116,0,1,14.5,météo favorable
2009-07-07,20,14,23,15,20,17,1.3,63,9.75,1012,45.25,20,14,18,116,200,116,0,1,13.5,météo correcte
2009-07-08,19,12,16,13,19,18,0.2,68,10,1017,53.25,19,12,18,119,116,116,0,1,13.5,météo favorable
2009-07-09,18,10,15,12,18,18,0,57,10,1019,36.375,19,10,17,113,119,116,0,1,12.6,météo correcte
2009-07-10,20,10,13,13,19,19,0,58,9,1020,38.75,21,12,17,116,116,116,0,1,13.5,météo favorable
2009-07-11,24,10,8,14,23,20,0.3,65,9.375,1020,53.5,25,15,18,116,119,116,0,1,13.5,météo correcte
2009-07-12,21,17,19,17,19,21,0.4,81,9.875,1013,66.25,24,19,19,116,122,119,0,1,11.6,météo défavorable
2009-07-13,20,14,7,16,16,16,2.1,95,6.25,1014,55.875,20,16,16,113,143,248,0,1,12.6,météo correcte
2009-07-14,25,15,14,16,24,22,0,68,6.25,1014,63.375,26,16,20,248,113,116,0,1,12.6,météo correcte
2009-07-15,24,14,17,15,24,23,0,62,10,1021,23.5,25,15,21,113,116,116,0,1,13.5,météo favorable
2009-07-16,29,13,8,17,28,28,0.6,56,10,1022,15.75,31,22,23,113,113,113,0,1,14.5,météo favorable
2009-07-17,18,12,22,15,18,16,1.6,71,9,1015,74.375,18,15,18,119,119,119,0,1,9.6,météo défavorable
2009-07-18,20,12,21,13,20,16,0.4,69,8,1018,81.375,20,14,15,119,119,119,0,1,9.6,météo défavorable
2009-07-19,20,14,19,14,20,16,0.6,69,9.25,1019,65,20,14,16,119,119,116,0,1,10.6,météo défavorable
2009-07-20,24,14,10,14,23,24,0,65,10,1020,38.625,26,17,19,116,113,119,0,1,13.5,météo favorable
2009-07-21,31,16,19,19,29,25,0.2,57,9.625,1014,30.5,31,16,25,200,113,116,0,1,14.5,météo favorable
2009-07-22,28,18,12,18,26,24,3,79,9.75,1009,35.875,28,17,20,116,113,116,0,1,14.5,météo favorable
2009-07-23,21,16,19,17,21,18,4.8,86,8,1014,64.625,24,18,19,119,119,116,0,1,10.5,météo correcte
2009-07-24,21,14,20,15,21,17,3.4,84,7.125,1021,45.5,24,15,18,143,116,116,0,1,14.5,météo favorable
2009-07-25,22,12,12,13,21,21,0,68,6.5,1026,41.25,25,14,18,143,113,113,0,1,13.5,météo favorable
2009-07-26,25,11,7,15,25,23,0,55,10,1024,9.25,26,17,21,113,113,113,0,1,14.5,météo favorable
2009-07-27,21,13,15,18,16,18,1.2,93,9.875,1020,39.25,21,15,16,113,116,122,0,1,11.5,météo favorable
2009-07-28,23,12,9,13,22,21,0,69,7.75,1022,22,25,14,19,116,113,113,0,1,14.5,météo favorable
2009-07-29,27,11,13,16,26,24,0,54,10,1019,27.625,27,16,23,116,116,119,0,1,13.5,météo favorable
2009-07-30,22,14,14,14,21,20,0,63,10,1025,27,24,13,17,116,113,113,0,1,14.5,météo favorable
2009-07-31,24,13,8,15,24,22,0,56,10,1025,32.75,25,16,20,116,113,116,0,1,14.5,météo favorable
2009-08-01,26,14,12,16,26,22,1,56,9.875,1016,43.75,27,15,22,116,116,113,0,1,14.5,météo favorable
2009-08-02,20,14,14,14,19,18,2.6,90,7.375,1017,76.125,20,17,13,143,116,116,0,1,11.4,météo défavorable
2009-08-03,22,13,11,14,22,20,0,66,10,1018,39.875,24,13,18,119,116,113,0,1,13.5,météo favorable
2009-08-04,25,12,8,16,25,23,0,65,9,1020,9.75,26,16,21,113,113,113,0,1,14.5,météo favorable
2009-08-05,28,17,7,19,28,25,0,60,10,1018,6.625,30,20,23,113,113,113,0,1,14.5,météo idéale
2009-08-06,30,15,9,20,29,27,0,56,10,1017,17,31,20,26,116,113,116,0,1,14.5,météo idéale
2009-08-07,24,18,13,18,24,22,0,72,9.75,1021,39.625,25,16,22,200,119,113,0,1,13.5,météo correcte
2009-08-08,26,14,6,15,26,23,0,75,10,1021,27,27,16,19,116,116,116,0,1,14.5,météo favorable
2009-08-09,24,16,10,17,23,22,1.9,79,6.5,1018,59.25,26,18,21,143,116,116,0,1,14.5,météo correcte
2009-08-10,25,15,19,17,25,22,0,73,10,1019,14.5,26,16,21,113,113,113,0,1,14.5,météo idéale
